5955000,AM,found on 18.34 jan 08 2015
7205200,AM,arab music broadcast fm
7374666,AM,broadcast radio moldova/portuguese
96700000,WFM_ST,fm broadcast
101800000,WFM_ST,fm broadcast2
118600000,AM,Dublin Airport Tower
118700000,AM,Shannon Airport Tower
119550000,AM,Dublin Airport Approach backup
121100000,AM,Dublin Airport Approach
121700000,AM,Shannon Oceanic Clearance
121800000,AM,Dublin/shannon Airport Ground
126999800,AM,"visibility, temperature, wind speed .. for dublin, london heathrow, gatwick"
129250200,AM,activity found on 10 jan 2015
132574800,AM,activity on 14.41 10 jan
